sepal_length,sepal_width,petal_length,petal_width,species
6.37,3.69,5.63,2.5,Iris-virginica
5.37,3.33,6.07,2.36,Iris-virginica
5.18,2.65,4.82,2.43,Iris-virginica
6.18,3.66,5.21,1.54,Iris-virginica
5.79,3.16,6.53,1.82,Iris-virginica
7.64,2.59,6.16,2.21,Iris-virginica
5.72,2.24,5.38,1.45,Iris-virginica
7.6,3.73,6.26,2.2,Iris-virginica
5.62,2.32,6.43,2.02,Iris-virginica
6.94,3.45,5.48,1.56,Iris-virginica
7.29,2.93,6.48,1.88,Iris-virginica
5.55,2.47,6.29,2.03,Iris-virginica
6.11,2.99,5.82,1.66,Iris-virginica
6.03,2.67,5.43,1.95,Iris-virginica
5.42,2.83,5.43,1.71,Iris-virginica
7.9,2.32,6.04,1.59,Iris-virginica
7.42,3.66,5.46,2.31,Iris-virginica
5.65,2.42,5.26,1.78,Iris-virginica
6.09,2.8,5.49,2.18,Iris-virginica
5.64,2.23,5.68,1.89,Iris-virginica
5.08,2.41,5.72,1.66,Iris-virginica
7.53,2.48,4.55,1.89,Iris-virginica
7.86,3.21,5.35,1.42,Iris-virginica
6.35,2.53,6.05,2.04,Iris-virginica
5.7,2.31,6.31,2.04,Iris-virginica
7.43,2.62,6.07,1.53,Iris-virginica
5.78,3.25,6.48,1.75,Iris-virginica
7.3,3.28,5.34,2.36,Iris-virginica
6.43,3.24,5.69,1.9,Iris-virginica
7.44,2.67,4.59,2.37,Iris-virginica
7.38,2.79,4.95,2.14,Iris-virginica
5.14,2.88,4.71,2.06,Iris-virginica
4.98,3.21,6.12,1.94,Iris-virginica
5.43,2.36,5.25,1.91,Iris-virginica
6.83,2.2,6.21,2.18,Iris-virginica
6.23,2.75,6.52,2.26,Iris-virginica
7.85,2.8,6.68,1.5,Iris-virginica
6.13,2.94,5.56,2.09,Iris-virginica
5.41,3.59,5.82,2.39,Iris-virginica
4.91,3.21,5.49,1.96,Iris-virginica
7.13,2.56,4.99,2.17,Iris-virginica
6.46,2.57,5.66,1.91,Iris-virginica
6.97,2.2,5.91,2.07,Iris-virginica
7.14,3.62,5.56,1.78,Iris-virginica
5.21,2.74,4.66,2.28,Iris-virginica
7.32,2.87,5.12,1.53,Iris-virginica
7.45,3.6,5.14,2.08,Iris-virginica
5.68,2.56,4.55,2.03,Iris-virginica
5.35,2.22,4.75,1.75,Iris-virginica
6.91,2.52,6.63,1.72,Iris-virginica
5.89,2.55,5.11,1.48,Iris-virginica
5.78,3.58,6.15,2.36,Iris-virginica
5.21,2.93,5.05,2.19,Iris-virginica
7.81,3.5,4.58,1.75,Iris-virginica
4.99,2.26,4.69,1.7,Iris-virginica
5.81,2.84,5.47,2.25,Iris-virginica
5.32,2.45,6.0,2.03,Iris-virginica
5.36,3.56,5.29,1.8,Iris-virginica
6.16,2.72,5.84,1.83,Iris-virginica
5.68,3.65,5.24,2.17,Iris-virginica
5.94,2.9,5.07,2.23,Iris-virginica
7.11,2.24,4.64,2.41,Iris-virginica
7.57,3.01,5.68,2.29,Iris-virginica
5.32,3.25,5.64,2.22,Iris-virginica
4.99,3.15,5.84,2.32,Iris-virginica
6.93,3.61,6.63,1.85,Iris-virginica
5.31,3.21,6.6,1.48,Iris-virginica
6.57,2.38,4.56,2.15,Iris-virginica
6.95,3.16,6.56,1.49,Iris-virginica
5.22,3.58,5.71,1.7,Iris-virginica
7.11,3.63,6.16,2.27,Iris-virginica
5.75,2.66,6.57,2.08,Iris-virginica
5.6,3.04,6.15,1.64,Iris-virginica
6.86,2.27,5.23,2.14,Iris-virginica
5.35,2.56,6.61,2.14,Iris-virginica
6.4,2.54,5.32,2.03,Iris-virginica
5.37,2.97,5.48,1.92,Iris-virginica
5.22,2.37,6.81,2.48,Iris-virginica
6.18,3.46,6.07,1.53,Iris-virginica
5.79,2.7,5.93,2.04,Iris-virginica
7.67,3.46,6.56,2.38,Iris-virginica
7.3,2.73,5.02,2.03,Iris-virginica
6.97,2.82,6.54,2.46,Iris-virginica
6.61,2.93,6.52,1.43,Iris-virginica
5.29,3.55,6.26,1.86,Iris-virginica
7.57,2.76,6.02,2.1,Iris-virginica
5.45,2.66,6.7,1.6,Iris-virginica
5.42,2.97,4.72,2.38,Iris-virginica
5.2,3.19,5.32,2.28,Iris-virginica
6.67,2.82,6.86,1.47,Iris-virginica
6.63,3.78,6.16,2.21,Iris-virginica
5.0,2.23,4.59,2.49,Iris-virginica
7.84,2.74,5.2,1.56,Iris-virginica
5.89,2.79,6.3,2.35,Iris-virginica
7.14,3.23,6.34,2.21,Iris-virginica
6.33,2.74,5.18,2.15,Iris-virginica
7.78,3.13,6.69,1.42,Iris-virginica
7.28,3.57,6.01,2.43,Iris-virginica
6.67,2.58,5.02,2.01,Iris-virginica
7.62,2.32,5.95,2.25,Iris-virginica
5.25,2.39,5.38,1.7,Iris-virginica
5.49,2.52,4.81,2.07,Iris-virginica
6.96,3.32,5.78,2.45,Iris-virginica
7.54,3.73,5.43,2.37,Iris-virginica
7.19,2.74,4.76,2.15,Iris-virginica
5.31,2.67,5.7,2.15,Iris-virginica
7.68,3.15,6.11,1.74,Iris-virginica
6.96,2.9,6.56,1.83,Iris-virginica
6.3,2.89,6.45,2.45,Iris-virginica
5.88,2.96,6.19,2.38,Iris-virginica
6.38,2.37,5.38,2.01,Iris-virginica
6.15,2.5,4.59,2.16,Iris-virginica
7.88,3.67,6.14,2.33,Iris-virginica
5.67,3.2,4.65,2.18,Iris-virginica
7.81,3.58,5.78,2.27,Iris-virginica
7.73,2.55,6.4,1.7,Iris-virginica
7.53,2.36,4.93,2.19,Iris-virginica
5.42,2.45,5.83,2.32,Iris-virginica
5.71,3.55,6.44,2.04,Iris-virginica
6.84,2.26,5.38,1.69,Iris-virginica
5.35,2.82,5.35,2.2,Iris-virginica
6.69,3.66,4.85,1.47,Iris-virginica
6.5,2.2,6.39,1.96,Iris-virginica
6.36,2.78,5.4,1.87,Iris-virginica
4.95,2.33,5.71,1.57,Iris-virginica
7.24,2.64,4.73,1.66,Iris-virginica
5.97,2.26,4.84,1.76,Iris-virginica
5.83,3.48,6.52,1.61,Iris-virginica
5.27,3.21,6.43,2.46,Iris-virginica
4.92,2.86,6.26,2.31,Iris-virginica
5.09,3.29,5.19,1.48,Iris-virginica
6.37,2.45,6.27,2.22,Iris-virginica
7.43,2.8,4.53,1.69,Iris-virginica
6.3,3.31,5.42,1.99,Iris-virginica
6.47,2.46,6.0,1.88,Iris-virginica
7.32,3.3,4.77,1.94,Iris-virginica
7.01,2.34,6.4,1.64,Iris-virginica
6.41,3.7,5.87,1.87,Iris-virginica
4.92,2.41,5.89,1.94,Iris-virginica
5.99,3.68,5.3,1.99,Iris-virginica
6.61,3.04,5.65,1.77,Iris-virginica
7.63,2.92,5.77,2.12,Iris-virginica
5.1,3.45,5.73,2.12,Iris-virginica
7.22,3.6,5.44,2.29,Iris-virginica
5.68,3.26,4.75,1.42,Iris-virginica
5.19,2.71,4.57,2.09,Iris-virginica
5.85,3.38,4.61,1.64,Iris-virginica
6.12,2.81,4.81,2.49,Iris-virginica
5.75,3.35,5.03,2.37,Iris-virginica
6.06,3.64,5.32,1.41,Iris-virginica
6.45,3.04,4.79,1.66,Iris-virginica
7.25,2.26,5.67,1.98,Iris-virginica
6.97,2.26,5.91,1.4,Iris-virginica
5.7,3.0,6.69,1.54,Iris-virginica
5.41,3.27,5.4,2.09,Iris-virginica
7.89,3.78,5.35,1.95,Iris-virginica
7.61,2.35,5.59,1.82,Iris-virginica
5.78,3.79,6.26,1.83,Iris-virginica
7.39,2.98,6.59,1.69,Iris-virginica
5.57,2.6,5.79,1.72,Iris-virginica
5.34,3.79,6.66,2.1,Iris-virginica
7.57,3.7,6.12,1.97,Iris-virginica
7.55,3.11,4.8,1.8,Iris-virginica
6.24,3.7,6.08,2.36,Iris-virginica
7.17,2.7,6.22,1.61,Iris-virginica
6.12,3.49,5.97,2.31,Iris-virginica
5.66,3.4,4.99,2.0,Iris-virginica
6.2,3.09,4.83,1.8,Iris-virginica
6.9,3.09,5.82,1.96,Iris-virginica
7.73,3.7,5.36,1.79,Iris-virginica
6.56,2.35,5.23,1.65,Iris-virginica
5.57,3.22,5.42,1.59,Iris-virginica
7.56,3.6,6.57,1.83,Iris-virginica
5.07,2.37,5.16,1.64,Iris-virginica
7.52,3.78,6.46,2.2,Iris-virginica
6.67,3.43,6.77,2.06,Iris-virginica
5.36,2.46,5.9,1.77,Iris-virginica
7.63,3.18,6.12,1.41,Iris-virginica
6.4,2.89,6.19,1.82,Iris-virginica
7.83,3.27,6.08,2.41,Iris-virginica
7.89,2.52,6.45,1.58,Iris-virginica
6.27,2.36,6.0,1.92,Iris-virginica
6.79,3.28,5.99,1.72,Iris-virginica
7.41,3.08,5.68,2.49,Iris-virginica
5.75,3.04,6.14,1.54,Iris-virginica
5.96,3.48,5.07,1.94,Iris-virginica
6.79,3.27,6.25,2.35,Iris-virginica
6.08,3.33,6.26,1.73,Iris-virginica
7.8,3.58,5.2,2.14,Iris-virginica
7.05,2.89,6.57,2.16,Iris-virginica
6.87,2.55,5.48,1.88,Iris-virginica
7.1,3.19,4.71,1.74,Iris-virginica
6.32,3.38,6.28,1.94,Iris-virginica
5.25,2.67,5.11,2.26,Iris-virginica
5.44,2.94,6.11,2.46,Iris-virginica
7.9,3.72,6.22,2.22,Iris-virginica
7.18,3.58,6.78,1.89,Iris-virginica
6.15,2.94,6.08,2.25,Iris-virginica
7.51,2.93,5.37,2.48,Iris-virginica
5.6,2.56,6.22,1.6,Iris-virginica
6.1,2.67,4.9,2.04,Iris-virginica
6.02,2.94,4.97,2.24,Iris-virginica
5.84,2.75,5.11,1.88,Iris-virginica
6.29,3.05,6.82,2.4,Iris-virginica
6.73,2.26,5.97,1.5,Iris-virginica
7.03,2.82,6.51,2.44,Iris-virginica
6.15,2.94,5.92,1.62,Iris-virginica
7.68,2.89,4.9,2.24,Iris-virginica
5.56,2.43,5.85,2.14,Iris-virginica
6.61,3.25,4.78,1.92,Iris-virginica
5.97,3.76,4.62,1.73,Iris-virginica
7.73,3.77,6.48,1.48,Iris-virginica
6.58,2.84,6.44,1.46,Iris-virginica
5.49,2.98,4.88,2.16,Iris-virginica
7.36,3.33,5.56,2.37,Iris-virginica
5.31,2.62,5.67,1.47,Iris-virginica
5.19,2.84,6.77,2.4,Iris-virginica
6.3,2.43,4.93,1.82,Iris-virginica
5.53,2.33,6.12,2.04,Iris-virginica
5.77,3.45,6.36,1.94,Iris-virginica
5.19,3.67,6.1,1.67,Iris-virginica
6.73,2.85,6.02,1.92,Iris-virginica
6.36,3.38,5.97,1.49,Iris-virginica
5.1,2.69,5.53,1.7,Iris-virginica
6.85,2.51,6.19,2.25,Iris-virginica
5.27,3.24,6.81,1.61,Iris-virginica
7.63,3.17,5.92,1.46,Iris-virginica
7.14,2.97,6.23,2.29,Iris-virginica
6.47,2.62,4.84,1.58,Iris-virginica
7.5,2.4,5.42,1.77,Iris-virginica
7.5,2.96,6.89,2.21,Iris-virginica
7.45,2.36,5.11,1.55,Iris-virginica
6.29,3.35,4.91,1.54,Iris-virginica
6.74,2.57,5.65,1.46,Iris-virginica
6.94,3.07,6.05,1.7,Iris-virginica
5.74,3.48,6.22,2.04,Iris-virginica
6.78,2.35,6.55,2.25,Iris-virginica
6.67,3.67,4.9,2.16,Iris-virginica
7.79,2.7,4.54,2.21,Iris-virginica
4.92,3.6,4.64,2.12,Iris-virginica
6.03,2.53,6.66,2.22,Iris-virginica
5.92,2.65,6.27,2.32,Iris-virginica
7.05,3.22,5.05,2.34,Iris-virginica
7.15,3.03,5.73,2.03,Iris-virginica
7.38,3.39,6.55,1.96,Iris-virginica
6.77,3.57,5.06,1.89,Iris-virginica
6.76,3.66,4.54,1.63,Iris-virginica
5.6,2.72,5.18,2.05,Iris-virginica
7.56,3.22,5.08,2.35,Iris-virginica
6.8,2.55,5.37,2.27,Iris-virginica
7.12,3.12,4.85,2.28,Iris-virginica
5.82,3.43,6.05,1.69,Iris-virginica
5.54,2.41,5.08,1.57,Iris-virginica
6.75,3.16,5.91,2.11,Iris-virginica
7.34,3.66,5.05,2.05,Iris-virginica
5.14,2.39,6.07,1.94,Iris-virginica
7.17,2.88,4.81,2.36,Iris-virginica
5.15,2.5,5.16,2.49,Iris-virginica
6.15,3.0,6.35,2.1,Iris-virginica
7.42,2.98,6.83,2.28,Iris-virginica
6.1,2.81,6.73,2.15,Iris-virginica
6.76,3.41,5.85,1.58,Iris-virginica
5.86,3.09,4.54,1.88,Iris-virginica
7.17,2.46,4.65,2.32,Iris-virginica
6.75,2.48,6.44,2.12,Iris-virginica
5.9,2.8,4.87,2.32,Iris-virginica
6.43,3.09,6.62,1.42,Iris-virginica
5.1,2.46,4.57,2.12,Iris-virginica
6.8,2.54,4.86,1.56,Iris-virginica
7.76,3.31,5.91,1.75,Iris-virginica
6.2,2.34,6.9,2.23,Iris-virginica
6.76,3.14,5.71,1.68,Iris-virginica
5.58,3.08,4.67,1.48,Iris-virginica
6.58,3.67,6.69,1.41,Iris-virginica
5.22,3.13,6.54,2.45,Iris-virginica
7.48,3.28,4.98,1.48,Iris-virginica
5.04,3.18,4.59,2.21,Iris-virginica
7.04,2.33,6.68,1.97,Iris-virginica
7.61,3.64,4.97,1.82,Iris-virginica
5.3,3.44,5.71,2.42,Iris-virginica
5.52,3.3,6.87,2.13,Iris-virginica
5.11,3.14,4.93,1.43,Iris-virginica
5.9,2.63,6.39,1.81,Iris-virginica
7.1,2.23,4.54,1.43,Iris-virginica
5.56,2.8,5.96,2.48,Iris-virginica
5.96,2.29,4.97,2.39,Iris-virginica
7.0,3.46,4.8,1.55,Iris-virginica
5.24,3.57,5.0,2.11,Iris-virginica
6.45,3.07,4.97,2.1,Iris-virginica
5.03,3.79,4.56,1.46,Iris-virginica
5.87,3.53,5.12,1.92,Iris-virginica
4.95,2.33,5.96,1.61,Iris-virginica
6.98,3.46,6.54,1.55,Iris-virginica
6.27,3.72,6.35,1.53,Iris-virginica
6.41,3.68,5.56,2.32,Iris-virginica
6.39,2.37,4.85,1.45,Iris-virginica
5.49,3.63,6.06,2.21,Iris-virginica
6.76,2.82,5.02,2.42,Iris-virginica
6.44,2.97,6.89,1.82,Iris-virginica
7.46,3.58,5.06,1.5,Iris-virginica
7.83,2.88,4.51,1.95,Iris-virginica
6.76,3.44,6.76,2.41,Iris-virginica
7.72,2.25,6.21,1.65,Iris-virginica
5.46,3.48,5.5,2.41,Iris-virginica
5.03,3.48,4.83,1.59,Iris-virginica
6.33,2.83,5.67,2.43,Iris-virginica
6.87,2.66,4.91,1.86,Iris-virginica
6.25,3.16,5.14,2.24,Iris-virginica
5.2,3.1,6.0,1.63,Iris-virginica
7.38,3.18,6.05,1.95,Iris-virginica
7.63,3.31,5.42,1.66,Iris-virginica
5.11,2.46,6.88,1.85,Iris-virginica
7.6,2.47,5.52,2.46,Iris-virginica
5.17,3.15,6.71,2.44,Iris-virginica
7.44,3.57,6.07,1.64,Iris-virginica
7.09,3.77,5.76,1.69,Iris-virginica
6.62,3.3,5.0,2.19,Iris-virginica
6.66,3.18,5.23,1.57,Iris-virginica
6.77,3.14,5.31,1.73,Iris-virginica
5.94,2.98,6.84,2.24,Iris-virginica
7.46,3.01,5.76,1.62,Iris-virginica
7.06,2.87,6.28,1.85,Iris-virginica
5.23,2.48,6.45,1.68,Iris-virginica
5.69,3.69,6.08,1.53,Iris-virginica
5.33,2.64,5.93,2.23,Iris-virginica
5.72,3.59,4.76,1.63,Iris-virginica
7.81,2.42,6.63,2.17,Iris-virginica
5.12,2.97,5.75,2.43,Iris-virginica
6.16,2.91,4.77,2.1,Iris-virginica
5.53,2.32,6.89,1.7,Iris-virginica
5.32,3.32,6.47,1.47,Iris-virginica
5.22,2.34,4.61,2.13,Iris-virginica
6.66,3.26,5.71,2.3,Iris-virginica
6.54,3.67,5.67,2.27,Iris-virginica
6.12,2.9,6.54,1.52,Iris-virginica
6.59,3.36,6.3,2.05,Iris-virginica
6.24,2.62,6.68,1.81,Iris-virginica
7.3,2.25,5.06,1.78,Iris-virginica
6.91,2.71,4.6,1.59,Iris-virginica
5.68,2.48,4.99,2.25,Iris-virginica
6.14,2.85,6.82,1.89,Iris-virginica
7.68,2.68,5.46,1.84,Iris-virginica
6.54,3.13,5.1,2.27,Iris-virginica
6.39,2.21,5.92,2.28,Iris-virginica
5.65,2.26,6.44,2.47,Iris-virginica
5.13,3.7,5.36,2.44,Iris-virginica
6.85,3.62,6.39,1.43,Iris-virginica
5.1,3.04,4.81,1.91,Iris-virginica
7.76,2.67,5.67,1.82,Iris-virginica
6.79,2.51,5.12,2.34,Iris-virginica
7.33,3.46,6.35,1.91,Iris-virginica
7.09,2.82,4.74,1.83,Iris-virginica
5.38,2.83,5.21,2.06,Iris-virginica
5.98,3.33,5.73,2.41,Iris-virginica
5.17,3.3,6.11,2.45,Iris-virginica
6.01,2.69,4.91,1.69,Iris-virginica
6.41,3.54,5.18,1.57,Iris-virginica
5.72,2.36,6.72,2.36,Iris-virginica
5.83,2.6,6.67,1.4,Iris-virginica
6.7,3.67,5.72,1.4,Iris-virginica
5.56,3.68,4.54,1.83,Iris-virginica
7.27,3.54,5.65,1.66,Iris-virginica
6.7,2.62,5.11,2.29,Iris-virginica
5.36,2.21,5.31,1.94,Iris-virginica
7.02,3.45,6.09,2.09,Iris-virginica
6.9,2.63,5.42,2.08,Iris-virginica
5.1,2.67,5.48,1.99,Iris-virginica
6.36,3.35,5.64,2.39,Iris-virginica
6.04,3.04,4.51,1.74,Iris-virginica
7.5,2.73,5.11,2.0,Iris-virginica
5.14,3.05,5.23,1.82,Iris-virginica
7.27,3.26,5.57,2.04,Iris-virginica
7.2,3.39,4.94,1.73,Iris-virginica
5.94,2.5,4.53,1.59,Iris-virginica
7.32,3.07,5.32,2.07,Iris-virginica
7.12,2.77,5.62,1.47,Iris-virginica
6.69,2.77,5.54,1.86,Iris-virginica
6.8,3.12,5.51,1.42,Iris-virginica
6.76,3.61,6.35,2.48,Iris-virginica
5.32,2.56,5.79,1.66,Iris-virginica
5.0,2.84,5.19,1.69,Iris-virginica
7.76,2.58,4.81,1.54,Iris-virginica
7.32,3.34,4.81,1.64,Iris-virginica
7.14,2.64,6.86,1.99,Iris-virginica
5.48,3.57,5.27,1.72,Iris-virginica
5.88,3.43,4.92,1.82,Iris-virginica
4.99,3.52,5.32,1.67,Iris-virginica
6.64,3.33,6.45,1.78,Iris-virginica
7.34,2.94,4.74,2.33,Iris-virginica
6.54,3.16,6.75,2.02,Iris-virginica
4.92,3.59,5.18,1.95,Iris-virginica
5.51,2.68,6.15,1.87,Iris-virginica
6.78,3.52,5.32,2.03,Iris-virginica
7.23,3.34,5.8,1.82,Iris-virginica
6.12,2.89,5.34,2.17,Iris-virginica
5.28,3.75,6.37,1.73,Iris-virginica
5.03,3.34,6.26,2.46,Iris-virginica
5.66,2.33,6.7,1.68,Iris-virginica
7.06,2.3,6.33,1.54,Iris-virginica
6.99,3.05,6.79,1.44,Iris-virginica
5.78,2.31,6.61,2.05,Iris-virginica
6.5,2.41,5.67,1.84,Iris-virginica
5.85,3.44,4.65,2.11,Iris-virginica
7.37,3.65,6.29,1.71,Iris-virginica
6.7,2.43,4.78,2.1,Iris-virginica
7.45,2.31,4.75,2.02,Iris-virginica
5.55,3.18,5.01,1.53,Iris-virginica
6.54,3.58,6.14,2.3,Iris-virginica
5.7,3.62,5.4,2.34,Iris-virginica
6.31,2.63,5.12,2.02,Iris-virginica
5.14,3.69,5.15,1.77,Iris-virginica
5.6,2.2,6.16,2.05,Iris-virginica
7.33,2.27,6.73,1.76,Iris-virginica
7.64,2.37,6.29,2.04,Iris-virginica
5.97,2.33,5.95,1.43,Iris-virginica
6.4,3.17,6.26,2.49,Iris-virginica
5.68,2.72,5.32,2.2,Iris-virginica
7.7,3.76,6.77,2.37,Iris-virginica
7.87,2.8,6.78,2.24,Iris-virginica
5.41,2.27,5.01,2.26,Iris-virginica
6.8,2.56,6.28,1.56,Iris-virginica
7.37,3.47,6.83,1.57,Iris-virginica
7.62,2.75,5.5,1.92,Iris-virginica
6.78,3.79,5.94,2.42,Iris-virginica
5.67,2.84,5.71,1.76,Iris-virginica
7.83,3.36,5.65,2.23,Iris-virginica
6.3,2.23,5.8,2.09,Iris-virginica
7.84,2.27,5.73,1.51,Iris-virginica
5.35,3.18,5.06,2.22,Iris-virginica
6.44,2.55,5.69,1.4,Iris-virginica
7.49,2.22,4.52,2.07,Iris-virginica
7.82,3.57,5.1,1.62,Iris-virginica
6.78,3.52,5.37,1.88,Iris-virginica
5.25,2.44,5.86,1.51,Iris-virginica
5.51,2.58,5.57,1.45,Iris-virginica
6.4,3.69,4.56,2.09,Iris-virginica
7.41,2.7,4.82,1.45,Iris-virginica
6.83,3.08,5.05,2.31,Iris-virginica
7.11,2.64,6.31,1.67,Iris-virginica
6.93,2.39,6.16,1.66,Iris-virginica
6.62,2.48,6.24,1.47,Iris-virginica
5.4,2.49,4.6,2.22,Iris-virginica
7.84,3.45,6.57,1.41,Iris-virginica
5.25,3.09,6.85,2.13,Iris-virginica
6.02,2.43,4.87,1.8,Iris-virginica
7.04,2.25,6.55,2.44,Iris-virginica
7.57,3.66,4.54,2.48,Iris-virginica
6.0,3.59,4.95,1.89,Iris-virginica
5.03,2.26,6.76,2.29,Iris-virginica
6.49,3.04,6.3,1.78,Iris-virginica
7.19,2.98,6.03,2.46,Iris-virginica
6.31,2.87,6.67,2.39,Iris-virginica
7.88,3.08,5.33,1.66,Iris-virginica
5.0,3.36,5.06,2.07,Iris-virginica
7.65,3.72,4.51,1.75,Iris-virginica
7.41,3.06,6.44,2.34,Iris-virginica
6.23,2.77,5.59,2.12,Iris-virginica
6.0,3.44,6.67,1.71,Iris-virginica
7.79,3.2,6.61,1.51,Iris-virginica
5.65,2.71,5.23,1.59,Iris-virginica
7.5,2.87,6.81,2.04,Iris-virginica
5.32,3.07,6.88,2.02,Iris-virginica
4.91,3.69,5.06,2.16,Iris-virginica
6.45,2.72,5.18,2.42,Iris-virginica
7.64,3.02,5.12,1.51,Iris-virginica
5.37,3.04,5.24,1.45,Iris-virginica
6.27,3.39,6.64,2.04,Iris-virginica
7.07,2.78,5.69,2.2,Iris-virginica
7.08,2.88,5.8,2.42,Iris-virginica
6.8,3.23,6.38,1.53,Iris-virginica
6.47,3.74,5.37,1.72,Iris-virginica
6.7,2.55,5.83,1.57,Iris-virginica
6.64,3.16,5.5,1.82,Iris-virginica
5.64,2.73,5.7,1.67,Iris-virginica
7.25,3.33,5.15,1.51,Iris-virginica
4.9,3.15,5.01,1.41,Iris-virginica
5.98,3.74,6.16,2.34,Iris-virginica
5.33,2.32,4.53,2.45,Iris-virginica
5.8,2.94,5.45,2.2,Iris-virginica
5.83,3.06,6.89,1.89,Iris-virginica
6.55,3.0,6.43,1.69,Iris-virginica
5.41,3.41,5.5,2.41,Iris-virginica
6.83,3.1,4.67,2.2,Iris-virginica
6.96,3.22,5.14,2.44,Iris-virginica
5.86,2.44,6.87,2.22,Iris-virginica
6.14,3.7,4.72,1.5,Iris-virginica
6.95,2.48,6.7,2.32,Iris-virginica
5.82,3.62,4.6,2.0,Iris-virginica
7.71,3.57,5.35,1.6,Iris-virginica
5.53,3.02,5.93,1.44,Iris-virginica
6.14,3.53,5.57,1.59,Iris-virginica
7.76,2.63,6.42,1.61,Iris-virginica
6.17,2.98,5.7,1.97,Iris-virginica
5.57,3.03,5.66,1.63,Iris-virginica
7.86,3.58,6.63,2.15,Iris-virginica
5.38,3.11,6.47,1.44,Iris-virginica
6.39,2.83,5.01,1.82,Iris-virginica
7.85,3.36,5.22,2.07,Iris-virginica
5.64,3.18,6.65,2.01,Iris-virginica
7.1,2.93,5.76,2.16,Iris-virginica
7.34,3.26,6.85,2.3,Iris-virginica
7.23,3.55,5.17,1.88,Iris-virginica
6.59,2.94,6.53,1.43,Iris-virginica
5.53,3.61,4.64,1.65,Iris-virginica
5.95,3.4,5.84,2.45,Iris-virginica
5.58,3.6,5.18,1.67,Iris-virginica
6.4,2.31,5.42,1.79,Iris-virginica
5.38,3.58,5.43,2.48,Iris-virginica
7.6,2.51,5.71,2.06,Iris-virginica
7.36,3.62,6.0,1.44,Iris-virginica
6.34,3.62,6.21,2.36,Iris-virginica
6.92,2.27,6.82,2.41,Iris-virginica
5.28,2.38,5.79,2.23,Iris-virginica
6.05,2.42,5.73,1.77,Iris-virginica
5.96,3.23,6.63,2.01,Iris-virginica
6.96,3.26,5.82,1.74,Iris-virginica
6.03,2.71,6.7,2.31,Iris-virginica
6.64,3.66,6.63,2.42,Iris-virginica
5.57,3.35,5.96,2.21,Iris-virginica
5.69,3.31,5.48,2.32,Iris-virginica
7.29,2.54,4.94,2.19,Iris-virginica
6.55,3.09,6.31,2.34,Iris-virginica
5.62,3.09,6.49,2.36,Iris-virginica
5.76,2.37,5.06,2.44,Iris-virginica
6.29,2.87,4.53,1.46,Iris-virginica
6.91,3.14,5.88,1.52,Iris-virginica
5.96,3.5,4.92,2.37,Iris-virginica
5.26,2.47,5.65,2.44,Iris-virginica
5.89,3.25,5.91,1.56,Iris-virginica
5.64,3.69,4.94,2.16,Iris-virginica
7.79,2.39,5.46,1.65,Iris-virginica
5.56,2.39,6.06,2.22,Iris-virginica
6.93,3.68,4.85,1.75,Iris-virginica
5.93,2.57,4.84,1.94,Iris-virginica
7.4,3.73,4.81,2.31,Iris-virginica
7.37,2.82,4.76,2.49,Iris-virginica
6.87,3.77,5.66,1.83,Iris-virginica
5.64,3.77,5.11,1.43,Iris-virginica
6.44,2.8,5.13,2.1,Iris-virginica
5.99,2.84,4.56,2.05,Iris-virginica
5.27,2.54,6.22,1.74,Iris-virginica
5.39,3.12,5.02,1.7,Iris-virginica
6.76,3.38,6.28,1.93,Iris-virginica
6.26,3.46,4.96,1.57,Iris-virginica
6.89,2.86,6.2,1.68,Iris-virginica
5.87,3.63,5.51,2.05,Iris-virginica
5.22,2.49,4.59,1.87,Iris-virginica
7.87,3.6,6.02,2.35,Iris-virginica
6.68,2.79,4.92,2.12,Iris-virginica
5.48,2.87,6.48,1.54,Iris-virginica
5.29,2.56,5.82,1.68,Iris-virginica
6.41,2.68,5.71,1.71,Iris-virginica
7.84,2.99,6.28,2.17,Iris-virginica
6.37,2.58,5.73,2.15,Iris-virginica
6.28,2.33,4.54,1.76,Iris-virginica
5.35,3.65,4.92,1.83,Iris-virginica
7.04,3.5,5.65,1.6,Iris-virginica
5.71,2.87,5.38,1.78,Iris-virginica
5.3,3.66,4.57,1.88,Iris-virginica
7.84,3.26,5.35,1.56,Iris-virginica
7.79,2.22,6.14,2.37,Iris-virginica
4.98,3.36,6.9,2.1,Iris-virginica
6.14,3.6,5.83,2.22,Iris-virginica
6.66,2.26,5.01,1.49,Iris-virginica
5.22,2.22,5.51,1.6,Iris-virginica
7.47,3.4,5.88,1.94,Iris-virginica
5.67,2.96,6.04,2.26,Iris-virginica
5.15,3.33,6.28,2.01,Iris-virginica
5.54,3.06,5.71,1.92,Iris-virginica
6.28,2.38,4.94,1.51,Iris-virginica
5.63,2.62,5.09,1.63,Iris-virginica
7.11,3.51,5.29,1.74,Iris-virginica
7.43,3.2,5.2,2.18,Iris-virginica
5.93,3.14,6.88,1.73,Iris-virginica
7.69,2.71,5.8,1.91,Iris-virginica
7.25,2.3,6.01,2.24,Iris-virginica
6.32,2.37,5.09,2.15,Iris-virginica
7.59,2.87,5.84,1.65,Iris-virginica
6.14,2.74,6.07,2.48,Iris-virginica
7.34,2.51,5.89,1.47,Iris-virginica
5.64,2.48,5.31,2.15,Iris-virginica
6.4,3.69,5.01,1.8,Iris-virginica
